YYYY-MM,"Total consumer credit owned and securitized, seasonally adjusted level",Interest Rate,Elections (yes/no),Unemployment Rate,Motor Vehicle Loans Owned and Securitized,Motor Vehicle Loans Owned and Securitized %,Credit Cards and Other Revolving Plans,Credit Cards and Other Revolving Plans %,Student loans,Student loans %,Mortgages,Mortgages %,Other
2021-06,4418378000000,0.07,0,5.9,1408960000000,32,751660000000,17,0,0,0,0,2257758000000
2021-07,4436626000000,0.07,0,5.4,1378864000000,31,760026000000,17,0,0,0,0,2297736000000
2021-08,4453623000000,0.07,0,5.1,1384147000000,31,766717000000,17,0,0,0,0,2302759000000
2021-09,4477855000000,0.09,0,4.7,1391678000000,31,770275000000,17,0,0,0,0,2315902000000
2021-10,4495550000000,0.15,0,4.5,1392701000000,31,777613000000,17,0,0,0,0,2325236000000
2021-11,4523585000000,0.24,0,4.1,1401386000000,31,786666000000,17,0,0,0,0,2335533000000
2021-12,4548536000000,0.39,0,3.9,1409116000000,31,800521000000,18,0,0,0,0,2338899000000
2022-01,4566065000000,0.78,0,4,1410554000000,31,806678000000,18,0,0,0,0,2348833000000
2022-02,4597746000000,1.01,0,3.8,1420340000000,31,816055000000,18,0,0,0,0,2361351000000
2022-03,4636413000000,1.63,0,3.6,1432285000000,31,827480000000,18,0,0,0,0,2376648000000
2022-04,4664763000000,2.1,0,3.7,1445197000000,31,846507000000,18,0,0,0,0,2373059000000
2022-05,4691514000000,2.08,0,3.6,1453485000000,31,858467000000,18,0,0,0,0,2379562000000
2022-06,4724940000000,2.8,0,3.6,1463841000000,31,870646000000,18,0,0,0,0,2390453000000
2022-07,4751621000000,2.98,0,3.5,1476909000000,31,889082000000,19,0,0,0,0,2385630000000
2022-08,4779193000000,3.5,0,3.6,1485479000000,31,898116000000,19,0,0,0,0,2395598000000
2022-09,4806781000000,4.05,0,3.5,1494054000000,31,910162000000,19,0,0,0,0,2402565000000
2022-10,4842165000000,4.66,0,3.6,1499489000000,31,920968000000,19,0,0,0,0,2421708000000
2022-11,4875038000000,4.74,0,3.6,1509669000000,31,928699000000,19,0,0,0,0,2436670000000
2022-12,4894041000000,4.73,0,3.5,1515554000000,31,935230000000,19,0,0,0,0,2443257000000
2023-01,4916137000000,4.68,0,3.4,1516395000000,31,943966000000,19,0,0,0,0,2455776000000
2023-02,4927157000000,5.02,0,3.6,1519795000000,31,953817000000,19,0,0,0,0,2453545000000
2023-03,4945936000000,4.64,0,3.5,1525587000000,31,960434000000,19,0,0,0,0,2459915000000
2023-04,4960314000000,4.8,0,3.4,1535157000000,31,975346000000,20,0,0,0,0,2449811000000
2023-05,4959445000000,5.18,0,3.7,1534888000000,31,981943000000,20,0,0,0,0,2442614000000
2023-06,4971610000000,5.4,0,3.6,1538653000000,31,989854000000,20,0,0,0,0,2443103000000
2023-07,4983111000000,5.37,0,3.5,1552431000000,31,993667000000,20,0,0,0,0,2437013000000
2023-08,4967956000000,5.37,0,3.8,1547710000000,31,999701000000,20,0,0,0,0,2420545000000
2023-09,4978098000000,5.46,0,3.8,1550870000000,31,1010776000000,20,0,0,0,0,2416452000000
2023-10,4985243000000,5.44,0,3.8,1558532000000,31,1016127000000,20,0,0,0,0,2410584000000
2023-11,5008723000000,5.16,0,3.7,1565873000000,31,1017511000000,20,0,0,0,0,2425339000000
2023-12,5010284000000,4.79,0,3.7,1566361000000,31,1027369000000,21,0,0,0,0,2416554000000
