YYYY-MM,"Total consumer credit owned and securitized, seasonally adjusted level",Interest Rate,Elections (yes/no),Unemployment Rate,Motor Vehicle Loans Owned and Securitized,Motor Vehicle Loans Owned and Securitized %,Credit Cards and Other Revolving Plans,Credit Cards and Other Revolving Plans %,Student loans,Student loans %,Mortgages,Mortgages %,Other
2014-12,"3,309,540,000,000",0.25,0,5.60%,"966,759,000,000",29%,"621,138,000,000",19%,"1,309,251,000,000",40%,"559,562,000,000",0,"1,721,643,000,000"
2015-01,"3,317,006,000,000",0.18,0,5.70%,"962,361,000,000",29%,"624,618,000,000",19%,"1,259,539,000,000",38%,"567,945,000,000",0,"1,730,027,000,000"
2015-02,"3,333,957,000,000",0.22,0,5.50%,"967,279,000,000",29%,"625,695,000,000",19%,"1,276,659,000,000",38%,"707,074,000,000",0,"1,740,983,000,000"
2015-03,"3,358,419,000,000",0.26,0,5.40%,"974,376,000,000",29%,"625,932,000,000",19%,"1,294,853,000,000",39%,"761,156,000,000",0,"1,758,110,000,000"
2015-04,"3,379,442,000,000",0.24,0,5.40%,"987,556,000,000",29%,"630,859,000,000",19%,"1,250,592,000,000",37%,"699,592,000,000",0,"1,761,027,000,000"
2015-05,"3,396,641,000,000",0.26,0,5.60%,"992,582,000,000",29%,"634,033,000,000",19%,"1,272,311,000,000",37%,"689,525,000,000",0,"1,770,026,000,000"
2015-06,"3,420,713,000,000",0.28,0,5.30%,"999,617,000,000",29%,"634,580,000,000",19%,"1,249,383,000,000",37%,"668,211,000,000",0,"1,786,516,000,000"
2015-07,"3,439,221,000,000",0.33,0,5.20%,"1,016,925,000,000",30%,"639,150,000,000",19%,"1,252,875,000,000",36%,"641,223,000,000",0,"1,783,146,000,000"
2015-08,"3,454,108,000,000",0.39,0,5.10%,"1,021,327,000,000",30%,"643,994,000,000",19%,"1,231,657,000,000",36%,"617,207,000,000",0,"1,788,786,000,000"
2015-09,"3,481,549,000,000",0.33,0,5.00%,"1,029,441,000,000",30%,"646,938,000,000",19%,"1,253,981,000,000",36%,"618,902,000,000",0,"1,805,170,000,000"
2015-10,"3,498,155,000,000",0.34,0,5.00%,"990,040,000,000",28%,"652,248,000,000",19%,"1,244,176,000,000",36%,"601,064,000,000",0,"1,855,867,000,000"
2015-11,"3,512,177,000,000",0.51,0,5.10%,"994,008,000,000",28%,"654,719,000,000",19%,"1,197,388,000,000",34%,"543,980,000,000",0,"1,863,450,000,000"
2015-12,"3,400,223,000,000",0.65,0,5.00%,"962,323,000,000",28%,"656,567,000,000",19%,"1,214,368,000,000",36%,"590,924,000,000",0,"1,781,333,000,000"
2016-01,"3,418,967,000,000",0.47,0,4.80%,"1,000,216,000,000",29%,"663,885,000,000",19%,"1,235,673,000,000",36%,"609,361,000,000",0,"1,754,866,000,000"
2016-02,"3,436,702,000,000",0.62,0,4.90%,"1,005,404,000,000",29%,"664,299,000,000",19%,"1,207,776,000,000",35%,"609,250,000,000",0,"1,766,998,000,000"
2016-03,"3,465,424,000,000",0.59,0,5.00%,"1,013,807,000,000",29%,"665,379,000,000",19%,"1,209,444,000,000",35%,"679,027,000,000",0,"1,786,238,000,000"
2016-04,"3,484,528,000,000",0.56,0,5.10%,"1,022,174,000,000",29%,"674,386,000,000",19%,"1,222,227,000,000",35%,"700,117,000,000",0,"1,787,969,000,000"
2016-05,"3,502,423,000,000",0.68,0,4.80%,"1,027,423,000,000",29%,"677,218,000,000",19%,"1,197,046,000,000",34%,"700,057,000,000",0,"1,797,783,000,000"
2016-06,"3,520,904,000,000",0.45,1,4.90%,"1,032,844,000,000",29%,"679,471,000,000",19%,"1,188,124,000,000",34%,"699,542,000,000",0,"1,808,589,000,000"
2016-07,"3,539,468,000,000",0.50,1,4.80%,"1,051,192,000,000",30%,"695,902,000,000",20%,"1,185,328,000,000",33%,"709,545,000,000",0,"1,792,375,000,000"
2016-08,"3,561,250,000,000",0.61,1,4.90%,"1,057,661,000,000",30%,"698,563,000,000",20%,"1,208,849,000,000",34%,"769,255,000,000",0,"1,805,027,000,000"
2016-09,"3,582,017,000,000",0.59,1,5.00%,"1,063,828,000,000",30%,"702,235,000,000",20%,"1,207,906,000,000",34%,"794,553,000,000",0,"1,815,953,000,000"
2016-10,"3,597,790,000,000",0.66,1,4.90%,"1,062,341,000,000",30%,"705,538,000,000",20%,"1,173,692,000,000",33%,"800,730,000,000",0,"1,829,911,000,000"
2016-11,"3,618,952,000,000",0.80,1,4.70%,"1,068,590,000,000",30%,"706,255,000,000",20%,"1,205,546,000,000",33%,"782,121,000,000",0,"1,844,108,000,000"
2016-12,"3,636,436,000,000",0.85,0,4.70%,"1,073,752,000,000",30%,"711,167,000,000",20%,"1,196,500,000,000",33%,"765,990,000,000",0,"1,851,516,000,000"
2017-01,"3,653,537,000,000",0.84,0,4.70%,"1,068,022,000,000",29%,"714,413,000,000",20%,"1,216,109,000,000",33%,"690,707,000,000",0,"1,871,101,000,000"
2017-02,"3,670,169,000,000",0.88,0,4.60%,"1,072,884,000,000",29%,"714,753,000,000",19%,"1,226,574,000,000",33%,"612,666,000,000",0,"1,882,532,000,000"
2017-03,"3,685,790,000,000",1.03,0,4.40%,"1,077,451,000,000",29%,"716,499,000,000",19%,"1,213,741,000,000",33%,"601,630,000,000",0,"1,891,840,000,000"
2017-04,"3,699,288,000,000",1.07,0,4.40%,"1,081,512,000,000",29%,"718,755,000,000",19%,"1,208,051,000,000",33%,"593,852,000,000",0,"1,899,021,000,000"
2017-05,"3,713,331,000,000",1.17,0,4.40%,"1,085,618,000,000",29%,"719,255,000,000",19%,"1,202,237,000,000",32%,"610,552,000,000",0,"1,908,458,000,000"
2017-06,"3,727,039,000,000",1.24,0,4.30%,"1,089,626,000,000",29%,"722,010,000,000",19%,"1,196,986,000,000",32%,"619,425,000,000",0,"1,915,403,000,000"
2017-07,"3,743,389,000,000",1.23,0,4.30%,"1,093,958,000,000",29%,"728,193,000,000",19%,"1,194,186,000,000",32%,"622,353,000,000",0,"1,921,238,000,000"
2017-08,"3,755,200,000,000",1.23,0,4.40%,"1,097,410,000,000",29%,"728,943,000,000",19%,"1,229,027,000,000",33%,"610,907,000,000",0,"1,928,848,000,000"
2017-09,"3,770,255,000,000",1.31,0,4.30%,"1,101,809,000,000",29%,"733,116,000,000",19%,"1,208,996,000,000",32%,"631,294,000,000",0,"1,935,330,000,000"
2017-10,"3,794,125,000,000",1.43,0,4.20%,"1,101,992,000,000",29%,"738,659,000,000",19%,"1,205,230,000,000",32%,"633,344,000,000",0,"1,953,474,000,000"
2017-11,"3,816,242,000,000",1.62,0,4.20%,"1,108,416,000,000",29%,"755,846,000,000",20%,"1,140,829,000,000",30%,"631,917,000,000",0,"1,951,980,000,000"
2017-12,"3,830,752,000,000",1.76,0,4.10%,"1,112,630,000,000",29%,"762,782,000,000",20%,"1,187,449,000,000",31%,"654,557,000,000",0,"1,955,339,000,000"
2018-01,"3,848,367,000,000",1.90,0,4.00%,"1,105,015,000,000",29%,"766,849,000,000",20%,"1,137,975,000,000",30%,"631,171,000,000",0,"1,976,503,000,000"
2018-02,"3,864,264,000,000",2.07,0,4.10%,"1,109,580,000,000",29%,"768,531,000,000",20%,"1,134,383,000,000",29%,"619,340,000,000",0,"1,986,154,000,000"
2018-03,"3,876,984,000,000",2.09,0,4.00%,"1,113,232,000,000",29%,"769,864,000,000",20%,"1,139,497,000,000",29%,"615,082,000,000",0,"1,993,888,000,000"
2018-04,"3,884,469,000,000",2.24,0,4.00%,"1,115,605,000,000",29%,"787,013,000,000",20%,"1,152,639,000,000",30%,"610,271,000,000",0,"1,981,851,000,000"
2018-05,"3,901,132,000,000",2.23,0,3.80%,"1,120,391,000,000",29%,"786,193,000,000",20%,"1,177,088,000,000",30%,"598,299,000,000",0,"1,994,549,000,000"
2018-06,"3,901,098,000,000",2.33,0,4.00%,"1,120,381,000,000",29%,"792,020,000,000",20%,"1,117,389,000,000",29%,"594,540,000,000",0,"1,988,697,000,000"
2018-07,"3,923,984,000,000",2.44,0,3.80%,"1,131,412,000,000",29%,"793,209,000,000",20%,"1,173,643,000,000",30%,"597,170,000,000",0,"1,999,363,000,000"
2018-08,"3,942,808,000,000",2.46,0,3.80%,"1,136,839,000,000",29%,"792,957,000,000",20%,"1,177,998,000,000",30%,"586,501,000,000",0,"2,013,012,000,000"
2018-09,"3,955,513,000,000",2.59,0,3.70%,"1,140,503,000,000",29%,"798,767,000,000",20%,"1,141,044,000,000",29%,"551,208,000,000",0,"2,016,244,000,000"
2018-10,"3,974,370,000,000",2.69,0,3.80%,"1,139,608,000,000",29%,"800,290,000,000",20%,"1,141,060,000,000",29%,"543,608,000,000",0,"2,034,472,000,000"
2018-11,"3,991,475,000,000",2.70,0,3.80%,"1,144,513,000,000",29%,"803,210,000,000",20%,"1,116,675,000,000",28%,"540,915,000,000",0,"2,043,753,000,000"
2018-12,"4,007,042,000,000",2.63,0,3.90%,"1,148,977,000,000",29%,"806,374,000,000",20%,"1,112,276,000,000",28%,"514,180,000,000",0,"2,051,692,000,000"
2019-01,"4,027,249,000,000",2.55,0,4.00%,"1,144,168,000,000",28%,"805,999,000,000",20%,"1,137,806,000,000",28%,"511,905,000,000",0,"2,077,083,000,000"
2019-02,"4,040,805,000,000",2.54,0,3.80%,"1,148,019,000,000",28%,"811,856,000,000",20%,"1,112,980,000,000",28%,"590,704,000,000",0,"2,080,930,000,000"
2019-03,"4,053,039,000,000",2.40,0,3.80%,"1,151,495,000,000",28%,"813,878,000,000",20%,"1,059,892,000,000",26%,"606,448,000,000",0,"2,087,666,000,000"
2019-04,"4,070,497,000,000",2.39,0,3.70%,"1,159,954,000,000",28%,"817,774,000,000",20%,"1,084,390,000,000",27%,"630,411,000,000",0,"2,092,770,000,000"
2019-05,"4,083,632,000,000",2.21,0,3.60%,"1,163,697,000,000",28%,"819,467,000,000",20%,0,0%,0,0,"2,100,468,000,000"
2019-06,"4,092,286,000,000",1.92,0,3.60%,"1,166,163,000,000",28%,"824,415,000,000",20%,0,0%,0,0,"2,101,707,000,000"
2019-07,"4,116,616,000,000",2.00,0,3.70%,"1,175,438,000,000",29%,"821,863,000,000",20%,0,0%,0,0,"2,119,315,000,000"
2019-08,"4,130,971,000,000",1.76,0,3.60%,"1,179,537,000,000",29%,"828,751,000,000",20%,0,0%,0,0,"2,122,683,000,000"
2019-09,"4,144,085,000,000",1.75,0,3.50%,"1,183,282,000,000",29%,"831,933,000,000",20%,0,0%,0,0,"2,128,870,000,000"
2019-10,"4,161,392,000,000",1.53,0,3.60%,"1,184,142,000,000",28%,"830,331,000,000",20%,0,0%,0,0,"2,146,919,000,000"
2019-11,"4,163,375,000,000",1.60,0,3.60%,"1,184,706,000,000",28%,"841,037,000,000",20%,0,0%,0,0,"2,137,632,000,000"
2019-12,"4,192,191,000,000",1.59,0,3.60%,"1,192,906,000,000",28%,"839,308,000,000",20%,0,0%,0,0,"2,159,978,000,000"
2020-01,"4,208,100,000,000",1.45,0,3.60%,"1,183,907,000,000",28%,"845,669,000,000",20%,0,0%,0,0,"2,178,523,000,000"
2020-02,"4,221,736,000,000",0.97,0,3.50%,"1,187,744,000,000",28%,"849,089,000,000",20%,0,0%,0,0,"2,184,903,000,000"
2020-03,"4,207,208,000,000",0.17,0,4.40%,"1,183,656,000,000",28%,"858,688,000,000",20%,0,0%,0,0,"2,164,863,000,000"
2020-04,"4,143,653,000,000",0.16,0,14.80%,"1,197,426,000,000",29%,"835,958,000,000",20%,0,0%,0,0,"2,110,269,000,000"
2020-05,"4,124,384,000,000",0.17,0,13.20%,"1,191,857,000,000",29%,"777,831,000,000",19%,0,0%,0,0,"2,154,696,000,000"
2020-06,"4,133,891,000,000",0.16,1,11.00%,"1,194,605,000,000",29%,"765,159,000,000",19%,0,0%,0,0,"2,174,127,000,000"
2020-07,"4,150,962,000,000",0.11,1,10.20%,"1,218,446,000,000",29%,"758,197,000,000",18%,0,0%,0,0,"2,174,318,000,000"
2020-08,"4,145,435,000,000",0.12,1,8.40%,"1,216,824,000,000",29%,"756,304,000,000",18%,0,0%,0,0,"2,172,306,000,000"
2020-09,"4,161,629,000,000",0.12,1,7.80%,"1,221,577,000,000",29%,"750,139,000,000",18%,0,0%,0,0,"2,189,912,000,000"
2020-10,"4,166,293,000,000",0.13,1,6.80%,"1,224,447,000,000",29%,"750,496,000,000",18%,0,0%,0,0,"2,191,350,000,000"
2020-11,"4,169,805,000,000",0.11,1,6.70%,"1,225,479,000,000",29%,"751,510,000,000",18%,0,0%,0,0,"2,192,816,000,000"
2020-12,"4,184,853,000,000",0.10,0,6.70%,"1,229,901,000,000",29%,"747,796,000,000",18%,0,0%,0,0,"2,207,155,000,000"
2021-01,"4,196,987,000,000",0.10,0,6.40%,"1,240,754,000,000",30%,"748,161,000,000",18%,0,0%,0,0,"2,208,073,000,000"
2021-02,"4,214,766,000,000",0.08,0,6.20%,"1,246,010,000,000",30%,"744,465,000,000",18%,0,0%,0,0,"2,224,291,000,000"
2021-03,"4,226,825,000,000",0.07,0,6.10%,"1,249,574,000,000",30%,"746,666,000,000",18%,0,0%,0,0,"2,230,584,000,000"
2021-04,"4,243,289,000,000",0.05,0,6.10%,"1,353,127,000,000",32%,"738,729,000,000",17%,0,0%,0,0,"2,151,433,000,000"
2021-05,"4,270,915,000,000",0.05,0,5.80%,"1,361,936,000,000",32%,"740,515,000,000",17%,0,0%,0,0,"2,168,464,000,000"
2021-06,"4,418,378,000,000",0.07,0,5.90%,"1,408,960,000,000",32%,"751,660,000,000",17%,0,0%,0,0,"2,257,758,000,000"
2021-07,"4,436,626,000,000",0.07,0,5.40%,"1,378,864,000,000",31%,"760,026,000,000",17%,0,0%,0,0,"2,297,736,000,000"
2021-08,"4,453,623,000,000",0.07,0,5.10%,"1,384,147,000,000",31%,"766,717,000,000",17%,0,0%,0,0,"2,302,760,000,000"
2021-09,"4,477,855,000,000",0.09,0,4.70%,"1,391,678,000,000",31%,"770,275,000,000",17%,0,0%,0,0,"2,315,903,000,000"
2021-10,"4,495,550,000,000",0.15,0,4.50%,"1,392,701,000,000",31%,"777,613,000,000",17%,0,0%,0,0,"2,325,235,000,000"
2021-11,"4,523,585,000,000",0.24,0,4.10%,"1,401,386,000,000",31%,"786,666,000,000",17%,0,0%,0,0,"2,335,532,000,000"
2021-12,"4,548,536,000,000",0.39,0,3.90%,"1,409,116,000,000",31%,"800,521,000,000",18%,0,0%,0,0,"2,338,899,000,000"
2022-01,"4,566,065,000,000",0.78,0,4.00%,"1,410,554,000,000",31%,"806,678,000,000",18%,0,0%,0,0,"2,348,834,000,000"
2022-02,"4,597,746,000,000",1.01,0,3.80%,"1,420,340,000,000",31%,"816,055,000,000",18%,0,0%,0,0,"2,361,350,000,000"
2022-03,"4,636,413,000,000",1.63,0,3.60%,"1,432,285,000,000",31%,"827,480,000,000",18%,0,0%,0,0,"2,376,647,000,000"
2022-04,"4,664,763,000,000",2.10,0,3.70%,"1,445,197,000,000",31%,"846,507,000,000",18%,0,0%,0,0,"2,373,059,000,000"
2022-05,"4,691,514,000,000",2.08,0,3.60%,"1,453,485,000,000",31%,"858,467,000,000",18%,0,0%,0,0,"2,379,562,000,000"
2022-06,"4,724,940,000,000",2.80,0,3.60%,"1,463,841,000,000",31%,"870,646,000,000",18%,0,0%,0,0,"2,390,454,000,000"
2022-07,"4,751,621,000,000",2.98,0,3.50%,"1,476,909,000,000",31%,"889,082,000,000",19%,0,0%,0,0,"2,385,630,000,000"
2022-08,"4,779,193,000,000",3.50,0,3.60%,"1,485,479,000,000",31%,"898,116,000,000",19%,0,0%,0,0,"2,395,598,000,000"
2022-09,"4,806,781,000,000",4.05,0,3.50%,"1,494,054,000,000",31%,"910,162,000,000",19%,0,0%,0,0,"2,402,564,000,000"
2022-10,"4,842,165,000,000",4.66,0,3.60%,"1,499,489,000,000",31%,"920,968,000,000",19%,0,0%,0,0,"2,421,708,000,000"
2022-11,"4,875,038,000,000",4.74,0,3.60%,"1,509,669,000,000",31%,"928,699,000,000",19%,0,0%,0,0,"2,436,670,000,000"
2022-12,"4,894,041,000,000",4.73,0,3.50%,"1,515,554,000,000",31%,"935,230,000,000",19%,0,0%,0,0,"2,443,258,000,000"
2023-01,"4,916,137,000,000",4.68,0,3.40%,"1,516,395,000,000",31%,"943,966,000,000",19%,0,0%,0,0,"2,455,775,000,000"
2023-02,"4,927,157,000,000",5.02,0,3.60%,"1,519,795,000,000",31%,"953,817,000,000",19%,0,0%,0,0,"2,453,545,000,000"
2023-03,"4,945,936,000,000",4.64,0,3.50%,"1,525,587,000,000",31%,"960,434,000,000",19%,0,0%,0,0,"2,459,915,000,000"
2023-04,"4,960,314,000,000",4.80,0,3.40%,"1,535,157,000,000",31%,"975,346,000,000",20%,0,0%,0,0,"2,449,811,000,000"
2023-05,"4,959,445,000,000",5.18,0,3.70%,"1,534,888,000,000",31%,"981,943,000,000",20%,0,0%,0,0,"2,442,614,000,000"
2023-06,"4,971,610,000,000",5.40,0,3.60%,"1,538,653,000,000",31%,"989,854,000,000",20%,0,0%,0,0,"2,443,103,000,000"
2023-07,"4,983,111,000,000",5.37,0,3.50%,"1,552,431,000,000",31%,"993,667,000,000",20%,0,0%,0,0,"2,437,013,000,000"
2023-08,"4,967,956,000,000",5.37,0,3.80%,"1,547,710,000,000",31%,"999,701,000,000",20%,0,0%,0,0,"2,420,545,000,000"
2023-09,"4,978,098,000,000",5.46,0,3.80%,"1,550,870,000,000",31%,"1,010,776,000,000",20%,0,0%,0,0,"2,416,452,000,000"
2023-10,"4,985,243,000,000",5.44,0,3.80%,"1,558,532,000,000",31%,"1,016,127,000,000",20%,0,0%,0,0,"2,410,584,000,000"
2023-11,"5,008,723,000,000",5.16,0,3.70%,"1,565,873,000,000",31%,"1,017,511,000,000",20%,0,0%,0,0,"2,425,339,000,000"
2023-12,"5,010,284,000,000",4.79,0,3.70%,"1,566,361,000,000",31%,"1,027,369,000,000",21%,0,0%,0,0,"2,416,554,000,000"
